"Pincode","State","District","Hospitalized","Deceased","Recovered","Date"
121103,"HR","faridabad",4,0,0,2020-04-01
131021,"HR","sonipat",1,0,0,2020-04-01
134118,"HR","ambala",1,0,0,2020-04-01
134007,"HR","ambala",1,0,0,2020-04-01
133102,"HR","ambala",1,0,0,2020-04-01
134003,"HR","ambala",1,0,0,2020-04-01
121007,"HR","faridabad",4,0,0,2020-04-01
121006,"HR","faridabad",4,0,0,2020-04-01
121107,"HR","faridabad",4,0,0,2020-04-01
134201,"HR","ambala",1,0,0,2020-04-01
121013,"HR","faridabad",4,0,0,2020-04-01
134118,"HR","panchkula",1,0,0,2020-04-01
121005,"HR","faridabad",4,0,0,2020-04-01
134205,"HR","panchkula",1,0,0,2020-04-01
131001,"HR","sonipat",1,0,0,2020-04-01
131408,"HR","sonipat",1,0,0,2020-04-01
131301,"HR","sonipat",1,0,0,2020-04-01
131103,"HR","sonipat",1,0,0,2020-04-01
134112,"HR","panchkula",1,0,0,2020-04-01
125077,"HR","sirsa",3,0,0,2020-04-01
125110,"HR","sirsa",3,0,0,2020-04-01
125102,"HR","sirsa",3,0,0,2020-04-01
132140,"HR","panipat",4,0,0,2020-04-01
134116,"HR","panchkula",1,0,0,2020-04-01
121106,"HR","faridabad",4,0,0,2020-04-01
133302,"HR","panchkula",1,0,0,2020-04-01
131409,"HR","sonipat",1,0,0,2020-04-01
133006,"HR","ambala",1,0,0,2020-04-01
134202,"HR","panchkula",1,0,0,2020-04-01
125201,"HR","sirsa",3,0,0,2020-04-01
121010,"HR","faridabad",4,0,0,2020-04-01
121002,"HR","faridabad",4,0,0,2020-04-01
131302,"HR","sonipat",1,0,0,2020-04-01
131102,"HR","sonipat",1,0,0,2020-04-01
131305,"HR","sonipat",1,0,0,2020-04-01
121105,"HR","faridabad",4,0,0,2020-04-01
121001,"HR","faridabad",4,0,0,2020-04-01
121008,"HR","faridabad",4,0,0,2020-04-01
131027,"HR","sonipat",1,0,0,2020-04-01
134204,"HR","ambala",1,0,0,2020-04-01
125060,"HR","sirsa",3,0,0,2020-04-01
131023,"HR","sonipat",1,0,0,2020-04-01
131402,"HR","sonipat",1,0,0,2020-04-01
125101,"HR","sirsa",3,0,0,2020-04-01
133101,"HR","ambala",1,0,0,2020-04-01
121102,"HR","faridabad",4,0,0,2020-04-01
133001,"HR","ambala",1,0,0,2020-04-01
134005,"HR","ambala",1,0,0,2020-04-01
125058,"HR","sirsa",3,0,0,2020-04-01
125078,"HR","sirsa",3,0,0,2020-04-01
125103,"HR","sirsa",3,0,0,2020-04-01
125076,"HR","sirsa",3,0,0,2020-04-01
121003,"HR","faridabad",4,0,0,2020-04-01
121009,"HR","faridabad",4,0,0,2020-04-01
131028,"HR","sonipat",1,0,0,2020-04-01
133207,"HR","ambala",1,0,0,2020-04-01
133202,"HR","ambala",1,0,0,2020-04-01
134203,"HR","ambala",1,0,0,2020-04-01
125054,"HR","sirsa",3,0,0,2020-04-01
133005,"HR","ambala",1,0,0,2020-04-01
133104,"HR","ambala",1,0,0,2020-04-01
176082,"HP","kangra",1,1,1,2020-04-01
176128,"HP","kangra",1,1,1,2020-04-01
176062,"HP","kangra",1,1,1,2020-04-01
176028,"HP","kangra",1,1,1,2020-04-01
176027,"HP","kangra",1,1,1,2020-04-01
176402,"HP","kangra",1,1,1,2020-04-01
176403,"HP","kangra",1,1,1,2020-04-01
176085,"HP","kangra",1,1,1,2020-04-01
176081,"HP","kangra",1,1,1,2020-04-01
176501,"HP","kangra",1,1,1,2020-04-01
176218,"HP","kangra",1,1,1,2020-04-01
176205,"HP","kangra",1,1,1,2020-04-01
176047,"HP","kangra",1,1,1,2020-04-01
176204,"HP","kangra",1,1,1,2020-04-01
176209,"HP","kangra",1,1,1,2020-04-01
176026,"HP","kangra",1,1,1,2020-04-01
176021,"HP","kangra",1,1,1,2020-04-01
176096,"HP","kangra",1,1,1,2020-04-01
176091,"HP","kangra",1,1,1,2020-04-01
177113,"HP","kangra",1,1,1,2020-04-01
176208,"HP","kangra",1,1,1,2020-04-01
177108,"HP","kangra",1,1,1,2020-04-01
177105,"HP","kangra",1,1,1,2020-04-01
177111,"HP","kangra",1,1,1,2020-04-01
177103,"HP","kangra",1,1,1,2020-04-01
176103,"HP","kangra",1,1,1,2020-04-01
176213,"HP","kangra",1,1,1,2020-04-01
177034,"HP","kangra",1,1,1,2020-04-01
176076,"HP","kangra",1,1,1,2020-04-01
176061,"HP","kangra",1,1,1,2020-04-01
177104,"HP","kangra",1,1,1,2020-04-01
176073,"HP","kangra",1,1,1,2020-04-01
177101,"HP","kangra",1,1,1,2020-04-01
176032,"HP","kangra",1,1,1,2020-04-01
176401,"HP","kangra",1,1,1,2020-04-01
176030,"HP","kangra",1,1,1,2020-04-01
176095,"HP","kangra",1,1,1,2020-04-01
176037,"HP","kangra",1,1,1,2020-04-01
176066,"HP","kangra",1,1,1,2020-04-01
176057,"HP","kangra",1,1,1,2020-04-01
176065,"HP","kangra",1,1,1,2020-04-01
176054,"HP","kangra",1,1,1,2020-04-01
176115,"HP","kangra",1,1,1,2020-04-01
176219,"HP","kangra",1,1,1,2020-04-01
177117,"HP","kangra",1,1,1,2020-04-01
176077,"HP","kangra",1,1,1,2020-04-01
176022,"HP","kangra",1,1,1,2020-04-01
176094,"HP","kangra",1,1,1,2020-04-01
176056,"HP","kangra",1,1,1,2020-04-01
176071,"HP","kangra",1,1,1,2020-04-01
176033,"HP","kangra",1,1,1,2020-04-01
176075,"HP","kangra",1,1,1,2020-04-01
176206,"HP","kangra",1,1,1,2020-04-01
176225,"HP","kangra",1,1,1,2020-04-01
176023,"HP","kangra",1,1,1,2020-04-01
176089,"HP","kangra",1,1,1,2020-04-01
176036,"HP","kangra",1,1,1,2020-04-01
176210,"HP","kangra",1,1,1,2020-04-01
176216,"HP","kangra",1,1,1,2020-04-01
176052,"HP","kangra",1,1,1,2020-04-01
176053,"HP","kangra",1,1,1,2020-04-01
176087,"HP","kangra",1,1,1,2020-04-01
176083,"HP","kangra",1,1,1,2020-04-01
176063,"HP","kangra",1,1,1,2020-04-01
176084,"HP","kangra",1,1,1,2020-04-01
176098,"HP","kangra",1,1,1,2020-04-01
176025,"HP","kangra",1,1,1,2020-04-01
176060,"HP","kangra",1,1,1,2020-04-01
176031,"HP","kangra",1,1,1,2020-04-01
176200,"HP","kangra",1,1,1,2020-04-01
176214,"HP","kangra",1,1,1,2020-04-01
176125,"HP","kangra",1,1,1,2020-04-01
176038,"HP","kangra",1,1,1,2020-04-01
176088,"HP","kangra",1,1,1,2020-04-01
176203,"HP","kangra",1,1,1,2020-04-01
176092,"HP","kangra",1,1,1,2020-04-01
176211,"HP","kangra",1,1,1,2020-04-01
176107,"HP","kangra",1,1,1,2020-04-01
176202,"HP","kangra",1,1,1,2020-04-01
176217,"HP","kangra",1,1,1,2020-04-01
176058,"HP","kangra",1,1,1,2020-04-01
177043,"HP","kangra",1,1,1,2020-04-01
176101,"HP","kangra",1,1,1,2020-04-01
176093,"HP","kangra",1,1,1,2020-04-01
176001,"HP","kangra",1,1,1,2020-04-01
176102,"HP","kangra",1,1,1,2020-04-01
176059,"HP","kangra",1,1,1,2020-04-01
176064,"HP","kangra",1,1,1,2020-04-01
176502,"HP","kangra",1,1,1,2020-04-01
176086,"HP","kangra",1,1,1,2020-04-01
177114,"HP","kangra",1,1,1,2020-04-01
177107,"HP","kangra",1,1,1,2020-04-01
177033,"HP","kangra",1,1,1,2020-04-01
176215,"HP","kangra",1,1,1,2020-04-01
176097,"HP","kangra",1,1,1,2020-04-01
177106,"HP","kangra",1,1,1,2020-04-01
177110,"HP","kangra",1,1,1,2020-04-01
175013,"HP","kangra",1,1,1,2020-04-01
177112,"HP","kangra",1,1,1,2020-04-01
176055,"HP","kangra",1,1,1,2020-04-01
176029,"HP","kangra",1,1,1,2020-04-01
176051,"HP","kangra",1,1,1,2020-04-01
176201,"HP","kangra",1,1,1,2020-04-01
190024,"JK","srinagar",17,0,0,2020-04-01
180010,"JK","jammu",9,0,0,2020-04-01
180012,"JK","jammu",9,0,0,2020-04-01
181124,"JK","jammu",9,0,0,2020-04-01
180011,"JK","jammu",9,0,0,2020-04-01
185154,"JK","jammu",9,0,0,2020-04-01
190012,"JK","srinagar",17,0,0,2020-04-01
181205,"JK","jammu",9,0,0,2020-04-01
180007,"JK","jammu",9,0,0,2020-04-01
190011,"JK","srinagar",17,0,0,2020-04-01
180019,"JK","jammu",9,0,0,2020-04-01
181133,"JK","jammu",9,0,0,2020-04-01
180013,"JK","jammu",9,0,0,2020-04-01
180009,"JK","jammu",9,0,0,2020-04-01
181131,"JK","jammu",9,0,0,2020-04-01
181202,"JK","jammu",9,0,0,2020-04-01
181102,"JK","jammu",9,0,0,2020-04-01
180003,"JK","jammu",9,0,0,2020-04-01
192305,"JK","shopian",2,0,0,2020-04-01
190010,"JK","srinagar",17,0,0,2020-04-01
190002,"JK","srinagar",17,0,0,2020-04-01
181132,"JK","jammu",9,0,0,2020-04-01
180015,"JK","jammu",9,0,0,2020-04-01
191202,"JK","srinagar",17,0,0,2020-04-01
181141,"JK","jammu",9,0,0,2020-04-01
181123,"JK","jammu",9,0,0,2020-04-01
181122,"JK","jammu",9,0,0,2020-04-01
180017,"JK","jammu",9,0,0,2020-04-01
191201,"JK","srinagar",17,0,0,2020-04-01
180002,"JK","jammu",9,0,0,2020-04-01
190004,"JK","srinagar",17,0,0,2020-04-01
180001,"JK","jammu",9,0,0,2020-04-01
181111,"JK","jammu",9,0,0,2020-04-01
181121,"JK","jammu",9,0,0,2020-04-01
190008,"JK","srinagar",17,0,0,2020-04-01
191103,"JK","srinagar",17,0,0,2020-04-01
180005,"JK","jammu",9,0,0,2020-04-01
181224,"JK","jammu",9,0,0,2020-04-01
184121,"JK","jammu",9,0,0,2020-04-01
181101,"JK","jammu",9,0,0,2020-04-01
184120,"JK","jammu",9,0,0,2020-04-01
181145,"JK","jammu",9,0,0,2020-04-01
180004,"JK","jammu",9,0,0,2020-04-01
181152,"JK","jammu",9,0,0,2020-04-01
181201,"JK","jammu",9,0,0,2020-04-01
181206,"JK","jammu",9,0,0,2020-04-01
181143,"JK","jammu",9,0,0,2020-04-01
180006,"JK","jammu",9,0,0,2020-04-01
190015,"JK","srinagar",17,0,0,2020-04-01
190019,"JK","srinagar",17,0,0,2020-04-01
181221,"JK","jammu",9,0,0,2020-04-01
181204,"JK","jammu",9,0,0,2020-04-01
180018,"JK","jammu",9,0,0,2020-04-01
191102,"JK","srinagar",17,0,0,2020-04-01
191203,"JK","srinagar",17,0,0,2020-04-01
193401,"JK","srinagar",17,0,0,2020-04-01
190023,"JK","srinagar",17,0,0,2020-04-01
191121,"JK","srinagar",17,0,0,2020-04-01
192121,"JK","srinagar",17,0,0,2020-04-01
190017,"JK","srinagar",17,0,0,2020-04-01
190006,"JK","srinagar",17,0,0,2020-04-01
190003,"JK","srinagar",17,0,0,2020-04-01
190009,"JK","srinagar",17,0,0,2020-04-01
180016,"JK","jammu",9,0,0,2020-04-01
181207,"JK","jammu",9,0,0,2020-04-01
180020,"JK","jammu",9,0,0,2020-04-01
190025,"JK","srinagar",17,0,0,2020-04-01
191131,"JK","srinagar",17,0,0,2020-04-01
181203,"JK","jammu",9,0,0,2020-04-01
190001,"JK","srinagar",17,0,0,2020-04-01
190020,"JK","srinagar",17,0,0,2020-04-01
191101,"JK","srinagar",17,0,0,2020-04-01
190018,"JK","srinagar",17,0,0,2020-04-01
835216,"JH","ranchi",1,0,0,2020-04-01
834001,"JH","ranchi",1,0,0,2020-04-01
829210,"JH","ranchi",1,0,0,2020-04-01
835222,"JH","ranchi",1,0,0,2020-04-01
834005,"JH","ranchi",1,0,0,2020-04-01
835202,"JH","ranchi",1,0,0,2020-04-01
835221,"JH","ranchi",1,0,0,2020-04-01
829209,"JH","ranchi",1,0,0,2020-04-01
835217,"JH","ranchi",1,0,0,2020-04-01
835101,"JH","ranchi",1,0,0,2020-04-01
835102,"JH","ranchi",1,0,0,2020-04-01
834002,"JH","ranchi",1,0,0,2020-04-01
835209,"JH","ranchi",1,0,0,2020-04-01
829205,"JH","ranchi",1,0,0,2020-04-01
835325,"JH","ranchi",1,0,0,2020-04-01
835214,"JH","ranchi",1,0,0,2020-04-01
835103,"JH","ranchi",1,0,0,2020-04-01
834006,"JH","ranchi",1,0,0,2020-04-01
835204,"JH","ranchi",1,0,0,2020-04-01
834011,"JH","ranchi",1,0,0,2020-04-01
835303,"JH","ranchi",1,0,0,2020-04-01
834004,"JH","ranchi",1,0,0,2020-04-01
835210,"JH","ranchi",1,0,0,2020-04-01
834008,"JH","ranchi",1,0,0,2020-04-01
835234,"JH","ranchi",1,0,0,2020-04-01
835215,"JH","ranchi",1,0,0,2020-04-01
835225,"JH","ranchi",1,0,0,2020-04-01
834009,"JH","ranchi",1,0,0,2020-04-01
835219,"JH","ranchi",1,0,0,2020-04-01
829208,"JH","ranchi",1,0,0,2020-04-01
834003,"JH","ranchi",1,0,0,2020-04-01
835205,"JH","ranchi",1,0,0,2020-04-01
835301,"JH","ranchi",1,0,0,2020-04-01
834010,"JH","ranchi",1,0,0,2020-04-01
835227,"JH","ranchi",1,0,0,2020-04-01
574285,"KA","dakshinakannada",7,0,0,2020-04-01
574260,"KA","dakshinakannada",7,0,0,2020-04-01
574150,"KA","dakshinakannada",7,0,0,2020-04-01
574326,"KA","dakshinakannada",7,0,0,2020-04-01
581365,"KA","uttarakannada",9,0,0,2020-04-01
574240,"KA","dakshinakannada",7,0,0,2020-04-01
581196,"KA","dharwad",1,0,0,2020-04-01
581353,"KA","uttarakannada",9,0,0,2020-04-01
575011,"KA","dakshinakannada",7,0,0,2020-04-01
581334,"KA","uttarakannada",9,0,0,2020-04-01
574230,"KA","dakshinakannada",7,0,0,2020-04-01
574141,"KA","dakshinakannada",7,0,0,2020-04-01
581384,"KA","uttarakannada",9,0,0,2020-04-01
575006,"KA","dakshinakannada",7,0,0,2020-04-01
574154,"KA","dakshinakannada",7,0,0,2020-04-01
574201,"KA","dakshinakannada",7,0,0,2020-04-01
581187,"KA","uttarakannada",9,0,0,2020-04-01
574112,"KA","udupi",3,0,0,2020-04-01
574224,"KA","dakshinakannada",7,0,0,2020-04-01
581359,"KA","uttarakannada",9,0,0,2020-04-01
575008,"KA","dakshinakannada",7,0,0,2020-04-01
581326,"KA","uttarakannada",9,0,0,2020-04-01
574233,"KA","dakshinakannada",7,0,0,2020-04-01
575028,"KA","dakshinakannada",7,0,0,2020-04-01
580030,"KA","dharwad",1,0,0,2020-04-01
575007,"KA","dakshinakannada",7,0,0,2020-04-01
574267,"KA","dakshinakannada",7,0,0,2020-04-01
581320,"KA","uttarakannada",9,0,0,2020-04-01
575019,"KA","dakshinakannada",7,0,0,2020-04-01
582208,"KA","dharwad",1,0,0,2020-04-01
574243,"KA","dakshinakannada",7,0,0,2020-04-01
574238,"KA","dakshinakannada",7,0,0,2020-04-01
574314,"KA","dakshinakannada",7,0,0,2020-04-01
581330,"KA","uttarakannada",9,0,0,2020-04-01
574231,"KA","dakshinakannada",7,0,0,2020-04-01
574274,"KA","dakshinakannada",7,0,0,2020-04-01
581400,"KA","uttarakannada",9,0,0,2020-04-01
574325,"KA","dakshinakannada",7,0,0,2020-04-01
576122,"KA","udupi",3,0,0,2020-04-01
576114,"KA","udupi",3,0,0,2020-04-01
581338,"KA","uttarakannada",9,0,0,2020-04-01
580028,"KA","dharwad",1,0,0,2020-04-01
574226,"KA","dakshinakannada",7,0,0,2020-04-01
580023,"KA","dharwad",1,0,0,2020-04-01
581357,"KA","uttarakannada",9,0,0,2020-04-01
574237,"KA","dakshinakannada",7,0,0,2020-04-01
581333,"KA","uttarakannada",9,0,0,2020-04-01
575010,"KA","dakshinakannada",7,0,0,2020-04-01
574213,"KA","dakshinakannada",7,0,0,2020-04-01
574222,"KA","dakshinakannada",7,0,0,2020-04-01
575020,"KA","dakshinakannada",7,0,0,2020-04-01
574219,"KA","dakshinakannada",7,0,0,2020-04-01
581206,"KA","dharwad",1,0,0,2020-04-01
575017,"KA","dakshinakannada",7,0,0,2020-04-01
574234,"KA","dakshinakannada",7,0,0,2020-04-01
574242,"KA","dakshinakannada",7,0,0,2020-04-01
580006,"KA","dharwad",1,0,0,2020-04-01
575029,"KA","dakshinakannada",7,0,0,2020-04-01
581327,"KA","uttarakannada",9,0,0,2020-04-01
581362,"KA","uttarakannada",9,0,0,2020-04-01
581331,"KA","uttarakannada",9,0,0,2020-04-01
575018,"KA","dakshinakannada",7,0,0,2020-04-01
581403,"KA","uttarakannada",9,0,0,2020-04-01
580032,"KA","dharwad",1,0,0,2020-04-01
581129,"KA","uttarakannada",9,0,0,2020-04-01
574202,"KA","dakshinakannada",7,0,0,2020-04-01
574109,"KA","dakshinakannada",7,0,0,2020-04-01
576115,"KA","udupi",3,0,0,2020-04-01
574109,"KA","udupi",3,0,0,2020-04-01
576213,"KA","udupi",3,0,0,2020-04-01
574110,"KA","udupi",3,0,0,2020-04-01
580009,"KA","dharwad",1,0,0,2020-04-01
581356,"KA","uttarakannada",9,0,0,2020-04-01
576215,"KA","udupi",3,0,0,2020-04-01
576103,"KA","udupi",3,0,0,2020-04-01
574101,"KA","udupi",3,0,0,2020-04-01
574102,"KA","udupi",3,0,0,2020-04-01
581332,"KA","uttarakannada",9,0,0,2020-04-01
575022,"KA","dakshinakannada",7,0,0,2020-04-01
574107,"KA","udupi",3,0,0,2020-04-01
581349,"KA","uttarakannada",9,0,0,2020-04-01
576233,"KA","udupi",3,0,0,2020-04-01
574143,"KA","dakshinakannada",7,0,0,2020-04-01
575013,"KA","dakshinakannada",7,0,0,2020-04-01
574248,"KA","dakshinakannada",7,0,0,2020-04-01
581207,"KA","dharwad",1,0,0,2020-04-01
576227,"KA","udupi",3,0,0,2020-04-01
575003,"KA","dakshinakannada",7,0,0,2020-04-01
574144,"KA","udupi",3,0,0,2020-04-01
574103,"KA","udupi",3,0,0,2020-04-01
581363,"KA","uttarakannada",9,0,0,2020-04-01
576219,"KA","udupi",3,0,0,2020-04-01
576214,"KA","udupi",3,0,0,2020-04-01
576257,"KA","udupi",3,0,0,2020-04-01
574279,"KA","dakshinakannada",7,0,0,2020-04-01
580008,"KA","dharwad",1,0,0,2020-04-01
581105,"KA","dharwad",1,0,0,2020-04-01
574228,"KA","dakshinakannada",7,0,0,2020-04-01
574144,"KA","dakshinakannada",7,0,0,2020-04-01
576226,"KA","udupi",3,0,0,2020-04-01
574145,"KA","dakshinakannada",7,0,0,2020-04-01
574218,"KA","dakshinakannada",7,0,0,2020-04-01
574210,"KA","dakshinakannada",7,0,0,2020-04-01
581103,"KA","dharwad",1,0,0,2020-04-01
574323,"KA","dakshinakannada",7,0,0,2020-04-01
576228,"KA","udupi",3,0,0,2020-04-01
574148,"KA","dakshinakannada",7,0,0,2020-04-01
575014,"KA","dakshinakannada",7,0,0,2020-04-01
576217,"KA","udupi",3,0,0,2020-04-01
574236,"KA","dakshinakannada",7,0,0,2020-04-01
575023,"KA","dakshinakannada",7,0,0,2020-04-01
576230,"KA","udupi",3,0,0,2020-04-01
574105,"KA","udupi",3,0,0,2020-04-01
577555,"KA","chitradurga",1,0,0,2020-04-01
577501,"KA","chitradurga",1,0,0,2020-04-01
577596,"KA","chitradurga",1,0,0,2020-04-01
574327,"KA","dakshinakannada",7,0,0,2020-04-01
576117,"KA","udupi",3,0,0,2020-04-01
581347,"KA","uttarakannada",9,0,0,2020-04-01
581186,"KA","uttarakannada",9,0,0,2020-04-01
576224,"KA","udupi",3,0,0,2020-04-01
574328,"KA","dakshinakannada",7,0,0,2020-04-01
574216,"KA","dakshinakannada",7,0,0,2020-04-01
575001,"KA","dakshinakannada",7,0,0,2020-04-01
581345,"KA","uttarakannada",9,0,0,2020-04-01
581352,"KA","uttarakannada",9,0,0,2020-04-01
574223,"KA","dakshinakannada",7,0,0,2020-04-01
576210,"KA","udupi",3,0,0,2020-04-01
574509,"KA","dakshinakannada",7,0,0,2020-04-01
581348,"KA","uttarakannada",9,0,0,2020-04-01
580007,"KA","dharwad",1,0,0,2020-04-01
581453,"KA","uttarakannada",9,0,0,2020-04-01
581361,"KA","uttarakannada",9,0,0,2020-04-01
581307,"KA","uttarakannada",9,0,0,2020-04-01
574129,"KA","udupi",3,0,0,2020-04-01
574111,"KA","udupi",3,0,0,2020-04-01
576282,"KA","udupi",3,0,0,2020-04-01
574221,"KA","dakshinakannada",7,0,0,2020-04-01
574146,"KA","dakshinakannada",7,0,0,2020-04-01
574265,"KA","dakshinakannada",7,0,0,2020-04-01
574253,"KA","dakshinakannada",7,0,0,2020-04-01
575016,"KA","dakshinakannada",7,0,0,2020-04-01
580004,"KA","dharwad",1,0,0,2020-04-01
574232,"KA","dakshinakannada",7,0,0,2020-04-01
581346,"KA","uttarakannada",9,0,0,2020-04-01
576235,"KA","udupi",3,0,0,2020-04-01
576223,"KA","udupi",3,0,0,2020-04-01
576221,"KA","udupi",3,0,0,2020-04-01
576104,"KA","udupi",3,0,0,2020-04-01
576232,"KA","udupi",3,0,0,2020-04-01
574122,"KA","udupi",3,0,0,2020-04-01
577545,"KA","chitradurga",1,0,0,2020-04-01
576247,"KA","udupi",3,0,0,2020-04-01
574198,"KA","dakshinakannada",7,0,0,2020-04-01
574115,"KA","udupi",3,0,0,2020-04-01
575015,"KA","dakshinakannada",7,0,0,2020-04-01
576113,"KA","udupi",3,0,0,2020-04-01
574107,"KA","dakshinakannada",7,0,0,2020-04-01
581450,"KA","uttarakannada",9,0,0,2020-04-01
574117,"KA","udupi",3,0,0,2020-04-01
577519,"KA","chitradurga",1,0,0,2020-04-01
577533,"KA","chitradurga",1,0,0,2020-04-01
577557,"KA","chitradurga",1,0,0,2020-04-01
574229,"KA","dakshinakannada",7,0,0,2020-04-01
574241,"KA","dakshinakannada",7,0,0,2020-04-01
574118,"KA","udupi",3,0,0,2020-04-01
576112,"KA","udupi",3,0,0,2020-04-01
581341,"KA","uttarakannada",9,0,0,2020-04-01
581316,"KA","uttarakannada",9,0,0,2020-04-01
581121,"KA","uttarakannada",9,0,0,2020-04-01
581322,"KA","uttarakannada",9,0,0,2020-04-01
580029,"KA","dharwad",1,0,0,2020-04-01
581201,"KA","dharwad",1,0,0,2020-04-01
580005,"KA","dharwad",1,0,0,2020-04-01
574199,"KA","dakshinakannada",7,0,0,2020-04-01
574214,"KA","dakshinakannada",7,0,0,2020-04-01
581318,"KA","uttarakannada",9,0,0,2020-04-01
581337,"KA","uttarakannada",9,0,0,2020-04-01
574225,"KA","dakshinakannada",7,0,0,2020-04-01
574212,"KA","dakshinakannada",7,0,0,2020-04-01
574142,"KA","dakshinakannada",7,0,0,2020-04-01
576102,"KA","udupi",3,0,0,2020-04-01
576218,"KA","udupi",3,0,0,2020-04-01
581339,"KA","uttarakannada",9,0,0,2020-04-01
576101,"KA","udupi",3,0,0,2020-04-01
576211,"KA","udupi",3,0,0,2020-04-01
576124,"KA","udupi",3,0,0,2020-04-01
577599,"KA","chitradurga",1,0,0,2020-04-01
577521,"KA","chitradurga",1,0,0,2020-04-01
577511,"KA","chitradurga",1,0,0,2020-04-01
577531,"KA","chitradurga",1,0,0,2020-04-01
576216,"KA","udupi",3,0,0,2020-04-01
574313,"KA","dakshinakannada",7,0,0,2020-04-01
574227,"KA","dakshinakannada",7,0,0,2020-04-01
575002,"KA","dakshinakannada",7,0,0,2020-04-01
574235,"KA","dakshinakannada",7,0,0,2020-04-01
574217,"KA","dakshinakannada",7,0,0,2020-04-01
574113,"KA","udupi",3,0,0,2020-04-01
576201,"KA","udupi",3,0,0,2020-04-01
576234,"KA","udupi",3,0,0,2020-04-01
574211,"KA","dakshinakannada",7,0,0,2020-04-01
574239,"KA","dakshinakannada",7,0,0,2020-04-01
575030,"KA","dakshinakannada",7,0,0,2020-04-01
574151,"KA","dakshinakannada",7,0,0,2020-04-01
577538,"KA","chitradurga",1,0,0,2020-04-01
574259,"KA","dakshinakannada",7,0,0,2020-04-01
574324,"KA","dakshinakannada",7,0,0,2020-04-01
575004,"KA","dakshinakannada",7,0,0,2020-04-01
576283,"KA","udupi",3,0,0,2020-04-01
581319,"KA","uttarakannada",9,0,0,2020-04-01
580002,"KA","dharwad",1,0,0,2020-04-01
580118,"KA","dharwad",1,0,0,2020-04-01
581209,"KA","dharwad",1,0,0,2020-04-01
576111,"KA","udupi",3,0,0,2020-04-01
582201,"KA","dharwad",1,0,0,2020-04-01
581421,"KA","uttarakannada",9,0,0,2020-04-01
581302,"KA","uttarakannada",9,0,0,2020-04-01
580114,"KA","dharwad",1,0,0,2020-04-01
581411,"KA","uttarakannada",9,0,0,2020-04-01
581323,"KA","uttarakannada",9,0,0,2020-04-01
581315,"KA","uttarakannada",9,0,0,2020-04-01
581336,"KA","uttarakannada",9,0,0,2020-04-01
581402,"KA","uttarakannada",9,0,0,2020-04-01
580025,"KA","dharwad",1,0,0,2020-04-01
580112,"KA","dharwad",1,0,0,2020-04-01
574104,"KA","udupi",3,0,0,2020-04-01
581308,"KA","uttarakannada",9,0,0,2020-04-01
577522,"KA","chitradurga",1,0,0,2020-04-01
571218,"KA","kodagu",1,0,0,2020-04-01
581324,"KA","uttarakannada",9,0,0,2020-04-01
581360,"KA","uttarakannada",9,0,0,2020-04-01
581303,"KA","uttarakannada",9,0,0,2020-04-01
577546,"KA","chitradurga",1,0,0,2020-04-01
581423,"KA","uttarakannada",9,0,0,2020-04-01
577520,"KA","chitradurga",1,0,0,2020-04-01
581306,"KA","uttarakannada",9,0,0,2020-04-01
581440,"KA","uttarakannada",9,0,0,2020-04-01
581314,"KA","uttarakannada",9,0,0,2020-04-01
574153,"KA","dakshinakannada",7,0,0,2020-04-01
577541,"KA","chitradurga",1,0,0,2020-04-01
575025,"KA","dakshinakannada",7,0,0,2020-04-01
574106,"KA","udupi",3,0,0,2020-04-01
575005,"KA","dakshinakannada",7,0,0,2020-04-01
574197,"KA","dakshinakannada",7,0,0,2020-04-01
581412,"KA","uttarakannada",9,0,0,2020-04-01
577527,"KA","chitradurga",1,0,0,2020-04-01
577535,"KA","chitradurga",1,0,0,2020-04-01
577540,"KA","chitradurga",1,0,0,2020-04-01
581329,"KA","uttarakannada",9,0,0,2020-04-01
581113,"KA","dharwad",1,0,0,2020-04-01
577537,"KA","chitradurga",1,0,0,2020-04-01
580031,"KA","dharwad",1,0,0,2020-04-01
576107,"KA","udupi",3,0,0,2020-04-01
574114,"KA","udupi",3,0,0,2020-04-01
581354,"KA","uttarakannada",9,0,0,2020-04-01
576212,"KA","udupi",3,0,0,2020-04-01
580024,"KA","dharwad",1,0,0,2020-04-01
580026,"KA","dharwad",1,0,0,2020-04-01
574119,"KA","udupi",3,0,0,2020-04-01
574244,"KA","udupi",3,0,0,2020-04-01
576229,"KA","udupi",3,0,0,2020-04-01
576121,"KA","udupi",3,0,0,2020-04-01
581107,"KA","dharwad",1,0,0,2020-04-01
576108,"KA","udupi",3,0,0,2020-04-01
576225,"KA","udupi",3,0,0,2020-04-01
577518,"KA","chitradurga",1,0,0,2020-04-01
577526,"KA","chitradurga",1,0,0,2020-04-01
577558,"KA","chitradurga",1,0,0,2020-04-01
581304,"KA","uttarakannada",9,0,0,2020-04-01
571250,"KA","kodagu",1,0,0,2020-04-01
574314,"KA","kodagu",1,0,0,2020-04-01
577523,"KA","chitradurga",1,0,0,2020-04-01
581321,"KA","uttarakannada",9,0,0,2020-04-01
581350,"KA","uttarakannada",9,0,0,2020-04-01
581328,"KA","uttarakannada",9,0,0,2020-04-01
571217,"KA","kodagu",1,0,0,2020-04-01
581325,"KA","uttarakannada",9,0,0,2020-04-01
571232,"KA","kodagu",1,0,0,2020-04-01
